Ano do leilão;Número do leilão;Sequência;Tipo de usina;Empreendimento;Tipo de leilão;Potência (MW);Garantia física (MWm);Lotes vendidos;Preço (R$/MW);Localização;Fonte;Modalidade; Investimento previsto ;Consórcio
2013;2013-9;30;EOL;EOL Verace 25;A-3;8;3,3;2,4;123,9;RS;Vento;PIE; 38.451.650,00 ;Consórcio Verace 25: Eletrosul Centrais Elétricas S.A. (99,99%) e Renobrax Energias Renováveis Ltda. (00,01%)
2013;2013-9;31;EOL;EOL Verace 26;A-3;16;7;4,9;123,9;RS;Vento;PIE; 76.903.310,00 ;Consórcio Verace 26: Eletrosul Centrais Elétricas S.A. (99,99%) e Renobrax Energias Renováveis Ltda. (00,01%)
2013;2013-9;32;EOL;EOL Verace 27;A-3;18;7,9;5,6;123,9;RS;Vento;PIE; 86.516.240,00 ;Consórcio Verace 27: Eletrosul Centrais Elétricas S.A. (99,99%) e Renobrax Energias Renováveis Ltda. (00,01%)
2013;2013-9;33;EOL;EOL Verace 28;A-3;14;5,9;4,2;123,9;RS;Vento;PIE; 67.290.400,00 ;Consórcio Verace 28: Eletrosul Centrais Elétricas S.A. (99,99%) e Renobrax Energias Renováveis Ltda. (00,01%)
2013;2013-9;34;EOL;EOL Verace 29;A-3;20;8,3;5,9;123,9;RS;Vento;PIE; 96.129.150,00 ;Consórcio Verace 29: Eletrosul Centrais Elétricas S.A. (99,99%) e Renobrax Energias Renováveis Ltda. (00,01%)
2013;2013-9;35;EOL;EOL Verace 30;A-3;20;8,2;5,8;123,9;RS;Vento;PIE; 96.129.150,00 ;Consórcio Verace 30: Eletrosul Centrais Elétricas S.A. (99,99%) e Renobrax Energias Renováveis Ltda. (00,01%)
2013;2013-9;36;EOL;EOL Verace 31;A-3;10;4,2;3;123,9;RS;Vento;PIE; 48.064.560,00 ;Consórcio Verace 31: Eletrosul Centrais Elétricas S.A. (99,99%) e Renobrax Energias Renováveis Ltda. (00,01%)
2013;2013-9;37;EOL;EOL Verace 34;A-3;16;6,7;4,7;123,9;RS;Vento;PIE; 76.903.310,00 ;Consórcio Verace 34: Eletrosul Centrais Elétricas S.A. (99,99%) e Renobrax Energias Renováveis Ltda. (00,01%)
2013;2013-9;38;EOL;EOL Verace 35;A-3;14;5,8;4,1;123,9;RS;Vento;PIE; 67.290.400,00 ;Consórcio Verace 35: Eletrosul Centrais Elétricas S.A. (99,99%) e Renobrax Energias Renováveis Ltda. (00,01%)
2013;2013-9;39;EOL;EOL Verace 36;A-3;24;9,7;6,8;123,9;RS;Vento;PIE; 115.354.960,00 ;Consórcio Verace 36: Eletrosul Centrais Elétricas S.A. (99,99%) e Renobrax Energias Renováveis Ltda. (00,01%)
2013;2013-10;1;PCH;PCH Água Limpa;A-5;23;11,44;6;138;MG;Água;PIE; 142.410.110,00 ;Alupar Investimento S.A.
2013;2013-10;2;PCH;PCH Ado Popinhak;A-5;19,3;10,44;10,4;135,9;SC;Água;PIE; 99.698.680,00 ;Companhia Energética Canoas
2013;2013-10;3;PCH;PCH Linha Aparecida;A-5;24,92;13,78;11,7;136,98;RS;Água;PIE; 134.476.550,00 ;COOGERVA Linha Aparecida Energia S.A.
2013;2013-10;4;PCH;PCH Linha Jacinto;A-5;17,407;9,87;9,3;137,98;RS;Água;PIE; 101.616.060,00 ;COOGERVA Linha Jacinto Energia S.A.
2013;2013-10;5;PCH;PCH Fazenda Velha;A-5;16,5;8,9;6,7;131,95;GO;Água;PIE; 68.541.970,00 ;Energética Fazenda Velha S.A.
2013;2013-10;6;PCH;PCH Garça Branca;A-5;6,5;3,4;3,2;137,86;SC;Água;PIE; 37.382.820,00 ;Garça Branca Energética Ltda.
2013;2013-10;7;PCH;PCH Jardim;A-5;9;4,46;1,1;139;RS;Água;PIE; 35.437.000,00 ;Hidrelétrica Jardim Ltda.
2013;2013-10;8;PCH;PCH Morro Grande;A-5;9,8;4,38;1,1;139;RS;Água;PIE; 27.096.000,00 ;Hidrelétrica Morro Grande Ltda.
2013;2013-10;9;PCH;PCH Nova Mutum;A-5;14;6,12;1,2;139;MT;Água;PIE; 68.460.000,00 ;Agroenergética Mato Grosso Ltda.
2013;2013-10;10;PCH;PCH Serra das Agulhas;A-5;28;11,7;11,7;134,9;MG;Água;PIE; 125.667.440,00 ;Sigma Energia S.A.
2013;2013-10;11;PCH;PCH Pito;A-5;4;2,3;2,3;134,9;SC;Água;PIE; 23.871.000,00 ;Pinhal Geradora de Energia S.A.
2013;2013-10;12;PCH;PCH Quartel I;A-5;30;14;13,9;139,2;MG;Água;PIE; 143.734.680,00 ;Quartel Um Energética S.A.
2013;2013-10;13;PCH;PCH Quartel II;A-5;30;14,2;14,1;139,2;MG;Água;PIE; 147.755.020,00 ;Quartel Dois Energética S.A.
2013;2013-10;14;PCH;PCH Quartel III;A-5;30;14,1;14;139,2;MG;Água;PIE; 120.321.420,00 ;Quartel Três Energética S.A.
2013;2013-10;15;PCH;PCH Renic;A-5;16;6,55;2,5;136,9;GO;Água;PIE; 23.411.500,00 ;Carnaúba Geração de Energia S.A.
2013;2013-10;16;PCH;PCH Tamboril;A-5;29,33;12,91;7;136,9;GO;Água;PIE; 21.856.700,00 ;Tamboril Energética S.A.
2013;2013-10;17;UHE;UHE São Manoel;A-5;700;421,7;409,5;83,49;PA;Água;PIE; 2.292.951.980,00 ;"Consórcio Terra Nova:
EDP Energias do Brasil S.A (66,667 % - Líder) e Furnas Centrais Elétricas S.A. (33,333 %)"
2013;2013-10;18;UTE;UTE ERB Candeias;A-5;16,79;14,9;14,9;135,49;BA;Cavaco de Madeira;PIE; 38.400.000,00 ;ERB Aratinga S.A.
2013;2013-10;19;UTE;UTE Santa Cândida II;A-5;55;23,1;22,8;133,02;SP;Bagaço de Cana;PIE; 218.840.730,00 ;"Consórcio USC II:  
Energisa S.A. (99,99 % - Líder)
Energisa Bioeletricidade Santa Cândida II S.A. (0,01 %)"
2013;2013-10;20;UTE;UTE Santo Ângelo;A-5;30;13,9;10,5;135,45;MG;Bagaço de Cana;PIE; 55.000.000,00 ;USA - Usina Santo Ângelo Ltda.
2013;2013-10;21;UTE;UTE Vista Alegre II;A-5;30;20,4;20,4;133;MS;Bagaço de Cana;PIE; 94.554.240,00 ;"Consórcio UVA II: 
Energisa S.A. (99,99 % - Líder)
Energisa Bioeletricidade Vista Alegre II S.A. (0,01 %)"
2013;2013-10;22;UTE;UTE Vista Alegre I;A-5;30;22,2;15,6;133,01;MS;Bagaço de Cana;PIE; 94.554.240,00 ;Energisa Bioeletricidade Vista Alegre I S.A.
2013;2013-10;23;EOL;EOL Arara Azul;A-5;27,5;10,7;9,8;121,3;RN;Vento;PIE; 95.427.000,00 ;"Consórcio Arara Azul: 
Furnas Centrais Elétricas S.A. (90 % - Líder)
Eólica Tecnologia Ltda. (7 %)
Ventos Tecnologia Elétrica Ltda. (2,99 %)
Central Eólica Arara Azul Ltda. (0,01 %)"
2013;2013-10;24;EOL;EOL Bentevi;A-5;15;5,7;5,2;121,3;RN;Vento;PIE; 53.630.000,00 ;"Consórcio Bentevi:
Furnas Centrais Elétricas S.A. (90 % - Líder)
Eólica Tecnologia Ltda. (7 %)
Ventos Tecnologia Elétrica Ltda. (2,99 %)
Central Eólica Bentevi Ltda. (0,01 %) "
2013;2013-10;25;EOL;EOL Ouro Verde I;A-5;27,5;10,7;9,8;121,3;RN;Vento;PIE; 95.427.000,00 ;"Consórcio Ouro Verde I:
Furnas Centrais Elétricas S.A. (90 % - Líder)
Eólica Tecnologia Ltda. (7 %)
Ventos Tecnologia Elétrica Ltda. (2,99 %)
Central Eólica Ouro Verde I Ltda. (0,01 %)"
2013;2013-10;26;EOL;EOL Ouro Verde II;A-5;30;11,2;10,4;121,3;RN;Vento;PIE; 103.932.000,00 ;"Consórcio Ouro Verde II:
Furnas Centrais Elétricas S.A. (90 % - Líder)
Eólica Tecnologia Ltda. (7 %)
Ventos Tecnologia Elétrica Ltda. (2,99 %)
Central Eólica Ouro Verde II Ltda. (0,01 %)"
2013;2013-10;27;EOL;EOL Ouro Verde III;A-5;25;9,4;8,6;121,3;RN;Vento;PIE; 86.922.000,00 ;"Consórcio Ouro Verde III:
Furnas Centrais Elétricas S.A. (90 % - Líder)
Eólica Tecnologia Ltda. (7 %)
Ventos Tecnologia Elétrica Ltda. (2,99 %)
Central Eólica Ouro Verde III Ltda. (0,01 %)"
2013;2013-10;28;EOL;EOL Aura Mangueira IV;A-5;22;9,7;9,7;119,48;RS;Vento;PIE; 81.290.000,00 ;Atlantic Energias Renováveis S.A.
2013;2013-10;29;EOL;EOL Aura Mangueira VI;A-5;28;12,3;12,3;119,48;RS;Vento;PIE; 103.460.000,00 ;Atlantic Energias Renováveis S.A.
2013;2013-10;30;EOL;EOL Aura Mangueira XI;A-5;10;4,3;4,3;119,48;RS;Vento;PIE; 36.950.000,00 ;Atlantic Energias Renováveis S.A.
2013;2013-10;31;EOL;EOL Aura Mangueira XII;A-5;16;6,9;6,9;119,48;RS;Vento;PIE; 59.120.000,00 ;Atlantic Energias Renováveis S.A.
2013;2013-10;32;EOL;EOL Aura Mangueira XIII;A-5;14;6;6;119,49;RS;Vento;PIE; 51.730.000,00 ;Atlantic Energias Renováveis S.A.
2013;2013-10;33;EOL;EOL Aura Mangueira XV;A-5;18;7,9;7,9;119,48;RS;Vento;PIE; 66.510.000,00 ;Atlantic Energias Renováveis S.A.
2013;2013-10;34;EOL;EOL Aura Mangueira XVII;A-5;14;5,8;5,8;119,48;RS;Vento;PIE; 51.730.000,00 ;Atlantic Energias Renováveis S.A.
2013;2013-10;35;EOL;EOL Aura Mirim IV;A-5;14;6;6;119,5;RS;Vento;PIE; 51.730.000,00 ;Atlantic Energias Renováveis S.A.
2013;2013-10;36;EOL;EOL Aura Mirim VI;A-5;8;3,4;3,4;119,48;RS;Vento;PIE; 29.560.000,00 ;Atlantic Energias Renováveis S.A.
2013;2013-10;37;EOL;EOL Aura Mirim VIII;A-5;8;3,3;3,3;119,48;RS;Vento;PIE; 29.560.000,00 ;Atlantic Energias Renováveis S.A.
2013;2013-10;38;EOL;EOL Banda de Couro;A-5;29,7;12,9;12,5;121,8;BA;Vento;PIE; 103.950.000,00 ;"Consórcio Banda de Couro: 
Brennand Energia Eólica S.A. (0,1 % - Líder)
Brennand Energia S.A. (50,9 %)
Companhia Hidro Elétrica do São Francisco – CHESF (49 %)"
2013;2013-10;39;EOL;EOL Baraúnas II;A-5;21,6;7,8;7,8;119,99;BA;Vento;PIE; 75.600.000,00 ;"Consórcio Baraúnas II:
Brennand Energia Eólica S.A. (0,1 % - Líder)
Brennand Energia S.A. (50,9 %)
Companhia Hidro Elétrica do São Francisco – CHESF (49 %)"
2013;2013-10;40;EOL;EOL Bons Ventos Cacimbas 2;A-5;25,2;9,8;9,3;121,58;CE;Vento;PIE;  ;"Consórcio Bons Ventos Cacimbas:
Servtec Investimentos e Participações Ltda. (99,98 % - Líder)
Geradora Brasileira de Energia S.A. (0,01 %)
Servtec RM Participações S.A. (0,01 %)"
2013;2013-10;41;EOL;EOL Bons Ventos Cacimbas 3;A-5;14,7;6;6;121,58;CE;Vento;PIE; 61.708.520,00 ;"Consórcio Bons Ventos Cacimbas:
Servtec Investimentos e Participações Ltda. (99,98 % - Líder)
Geradora Brasileira de Energia S.A. (0,01 %)
Servtec RM Participações S.A. (0,01 %)"
2013;2013-10;42;EOL;EOL Bons Ventos Cacimbas 4;A-5;10,5;4,3;4,3;121,58;CE;Vento;PIE; 44.079.790,00 ;"Consórcio Bons Ventos Cacimbas:
Servtec Investimentos e Participações Ltda. (99,98 % - Líder)
Geradora Brasileira de Energia S.A. (0,01 %)
Servtec RM Participações S.A. (0,01 %)"
2013;2013-10;43;EOL;EOL Bons Ventos Cacimbas 5;A-5;23,1;9,6;9,2;121,58;CE;Vento;PIE; 96.971.900,00 ;"Consórcio Bons Ventos Cacimbas:
Servtec Investimentos e Participações Ltda. (99,98 % - Líder)
Geradora Brasileira de Energia S.A. (0,01 %)
Servtec RM Participações S.A. (0,01 %)"
2013;2013-10;44;EOL;EOL Bons Ventos Cacimbas 7;A-5;16,8;6,5;6,5;121,58;CE;Vento;PIE; 70.525.000,00 ;"Consórcio Bons Ventos Cacimbas:
Servtec Investimentos e Participações Ltda. (99,98 % - Líder)
Geradora Brasileira de Energia S.A. (0,01 %)
Servtec RM Participações S.A. (0,01 %)"
2013;2013-10;45;EOL;EOL Itaguaçu da Bahia;A-5;28;14;12,1;120,02;BA;Vento;PIE; 96.077.000,00 ;"Consórcio Casa dos Ventos I:  
Furnas Centrais Elétricas S.A. (49 % - Líder)
Casa dos Ventos Energias Renováveis S.A. (2 %)
Salus Fundo de Investimento em Participações (49 %)"
2013;2013-10;46;EOL;EOL Ventos de Santa Luiza;A-5;28;14,2;12,2;120,01;BA;Vento;PIE; 96.077.000,00 ;"Consórcio Casa dos Ventos I:  
Furnas Centrais Elétricas S.A. (49 % - Líder)
Casa dos Ventos Energias Renováveis S.A. (2 %)
Salus Fundo de Investimento em Participações (49 %)"
2013;2013-10;47;EOL;EOL Ventos de Santa Madalena;A-5;28;14,7;12,7;120,01;BA;Vento;PIE; 96.077.000,00 ;"Consórcio Casa dos Ventos I:  
Furnas Centrais Elétricas S.A. (49 % - Líder)
Casa dos Ventos Energias Renováveis S.A. (2 %)
Salus Fundo de Investimento em Participações (49 %)"
2013;2013-10;48;EOL;EOL Ventos de Santa Marcella;A-5;28;13,6;11,7;120,02;BA;Vento;PIE; 96.077.000,00 ;"Consórcio Casa dos Ventos I:  
Furnas Centrais Elétricas S.A. (49 % - Líder)
Casa dos Ventos Energias Renováveis S.A. (2 %)
Salus Fundo de Investimento em Participações (49 %)"
2013;2013-10;49;EOL;EOL Ventos de Santa Vera;A-5;28;15,2;13,1;120,02;BA;Vento;PIE; 96.077.000,00 ;"Consórcio Casa dos Ventos I:  
Furnas Centrais Elétricas S.A. (49 % - Líder)
Casa dos Ventos Energias Renováveis S.A. (2 %)
Salus Fundo de Investimento em Participações (49 %)"
2013;2013-10;50;EOL;EOL Ventos de Santo Antonio;A-5;28;16,1;13,9;120,01;BA;Vento;PIE; 96.077.000,00 ;"Consórcio Casa dos Ventos I:  
Furnas Centrais Elétricas S.A. (49 % - Líder)
Casa dos Ventos Energias Renováveis S.A. (2 %)
Salus Fundo de Investimento em Participações (49 %)"
2013;2013-10;51;EOL;EOL Ventos de São Bento;A-5;28;14,4;12,4;120,01;BA;Vento;PIE; 96.077.000,00 ;"Consórcio Casa dos Ventos I:  
Furnas Centrais Elétricas S.A. (49 % - Líder)
Casa dos Ventos Energias Renováveis S.A. (2 %)
Salus Fundo de Investimento em Participações (49 %)"
2013;2013-10;52;EOL;EOL Ventos de São Cirilo;A-5;28;14,7;12,7;120,02;BA;Vento;PIE; 96.077.000,00 ;"Consórcio Casa dos Ventos I:  
Furnas Centrais Elétricas S.A. (49 % - Líder)
Casa dos Ventos Energias Renováveis S.A. (2 %)
Salus Fundo de Investimento em Participações (49 %)"
2013;2013-10;53;EOL;EOL Ventos de São João;A-5;28;15;12,9;120,01;BA;Vento;PIE; 96.077.000,00 ;"Consórcio Casa dos Ventos I:  
Furnas Centrais Elétricas S.A. (49 % - Líder)
Casa dos Ventos Energias Renováveis S.A. (2 %)
Salus Fundo de Investimento em Participações (49 %)"
2013;2013-10;54;EOL;EOL Ventos de São Rafael;A-5;28;13,8;11,9;120,02;BA;Vento;PIE; 96.077.000,00 ;"Consórcio Casa dos Ventos I:  
Furnas Centrais Elétricas S.A. (49 % - Líder)
Casa dos Ventos Energias Renováveis S.A. (2 %)
Salus Fundo de Investimento em Participações (49 %)"
2013;2013-10;55;EOL;EOL Assuruá I;A-5;30;11,5;11,5;118,8;BA;Vento;PIE; 141.870.000,00 ;Centrais Eólicas Assuruá S.A.
2013;2013-10;56;EOL;EOL Assuruá VI;A-5;30;13,8;13,8;118,76;BA;Vento;PIE; 141.870.000,00 ;Centrais Eólicas Assuruá S.A.
2013;2013-10;57;EOL;EOL Capoeiras I;A-5;26;11,5;11,5;118,8;BA;Vento;PIE; 123.628.000,00 ;Centrais Eólicas Assuruá S.A
2013;2013-10;58;EOL;EOL Capoeiras II;A-5;30;13,9;13,9;118,76;BA;Vento;PIE; 141.870.000,00 ;Centrais Eólicas Assuruá S.A.
2013;2013-10;59;EOL;EOL Curral de Pedras III;A-5;30;13,2;13,2;118,78;BA;Vento;PIE; 141.870.000,00 ;Centrais Eólicas Assuruá S.A.
2013;2013-10;60;EOL;EOL Curral de Pedras IV;A-5;20;8,9;8,9;118,78;BA;Vento;PIE; 96.270.000,00 ;Centrais Eólicas Assuruá S.A.
2013;2013-10;61;EOL;EOL Aroeira;A-5;30;11,3;11,3;108,9;RN;Vento;PIE; 104.506.950,00 ;Central Eólica Aventura S.A.
2013;2013-10;62;EOL;EOL Jericó;A-5;30;11,9;11,4;108,9;RN;Vento;PIE; 104.506.950,00 ;Central Eólica Aventura S.A.
2013;2013-10;63;EOL;EOL Umbuzeiros;A-5;30;12,4;11,6;108,9;RN;Vento;PIE; 104.506.950,00 ;Central Eólica Aventura S.A.
2013;2013-10;64;EOL;EOL Casa Nova II;A-5;28;7,1;7,1;118,95;BA;Vento;PIE; 125.872.750,00 ;Companhia Hidro Elétrica do São Francisco - CHESF
2013;2013-10;65;EOL;EOL Casa Nova III;A-5;24;5,5;5,5;118,95;BA;Vento;PIE; 125.872.750,00 ;Companhia Hidro Elétrica do São Francisco - CHESF
2013;2013-10;66;EOL;EOL Pedra Cheirosa;A-5;26;13,6;13,6;117,4;CE;Vento;PIE; 103.370.000,00 ;"Consórcio CPFL Renováveis Pedra Cheirosa I: 
CPFL Energias Renováveis S.A. (99,99 % - Líder)
Pedra Cheirosa I Energia Ltda. (0,01 %)"
2013;2013-10;67;EOL;EOL Pedra Cheirosa II;A-5;24;12,5;12,5;117,39;CE;Vento;PIE; 95.418.000,00 ;"Consórcio CPFL Renováveis Pedra Cheirosa II:  
CPFL Energias Renováveis S.A. (99,99 % - Líder)
Pedra Cheirosa II Energia Ltda. (0,01 %)"
2013;2013-10;68;EOL;EOL Umburanas 1;A-5;27;14,5;14,1;117,77;BA;Vento;PIE; 98.244.980,00 ;"Consórcio Renova Moinhos de Vento:
Renova Energia S.A. (99,99 % - Líder)
Moinhos de Vento Energia S.A. (0,01 %) "
2013;2013-10;69;EOL;EOL Umburanas 10;A-5;21;10,7;10,4;117,77;BA;Vento;PIE; 82.966.570,00 ;"Consórcio Renova Moinhos de Vento:
Renova Energia S.A. (99,99 % - Líder)
Moinhos de Vento Energia S.A. (0,01 %) "
2013;2013-10;70;EOL;EOL Umburanas 11;A-5;15;7,4;7,2;117,77;BA;Vento;PIE; 67.409.910,00 ;"Consórcio Renova Moinhos de Vento:
Renova Energia S.A. (99,99 % - Líder)
Moinhos de Vento Energia S.A. (0,01 %) "
2013;2013-10;71;EOL;EOL Umburanas 12;A-5;22,8;12;11,7;117,77;BA;Vento;PIE; 92.610.910,00 ;"Consórcio Renova Moinhos de Vento:
Renova Energia S.A. (99,99 % - Líder)
Moinhos de Vento Energia S.A. (0,01 %) "
2013;2013-10;72;EOL;EOL Umburanas  13;A-5;18,9;10,3;10;117,77;BA;Vento;PIE; 81.843.380,00 ;"Consórcio Renova Moinhos de Vento:
Renova Energia S.A. (99,99 % - Líder)
Moinhos de Vento Energia S.A. (0,01 %) "
2013;2013-10;73;EOL;EOL Umburanas 14;A-5;24,9;12,2;11,9;119,75;BA;Vento;PIE; 108.050.960,00 ;"Consórcio Renova Moinhos de Vento:
Renova Energia S.A. (99,99 % - Líder)
Moinhos de Vento Energia S.A. (0,01 %) "
2013;2013-10;74;EOL;EOL Umburanas 15;A-5;18,9;9,6;9,4;119,75;BA;Vento;PIE; 81.086.370,00 ;"Consórcio Renova Moinhos de Vento:
Renova Energia S.A. (99,99 % - Líder)
Moinhos de Vento Energia S.A. (0,01 %) "
2013;2013-10;75;EOL;EOL Umburanas 16;A-5;27;14,1;12,7;119,75;BA;Vento;PIE; 97.625.710,00 ;"Consórcio Renova Moinhos de Vento:
Renova Energia S.A. (99,99 % - Líder)
Moinhos de Vento Energia S.A. (0,01 %) "
2013;2013-10;76;EOL;EOL Umburanas 18;A-5;8,1;4,4;4,2;119,75;BA;Vento;PIE; 35.806.790,00 ;"Consórcio Renova Moinhos de Vento:
Renova Energia S.A. (99,99 % - Líder)
Moinhos de Vento Energia S.A. (0,01 %) "
2013;2013-10;77;EOL;EOL Umburanas 2;A-5;27;14,3;13,9;117,77;BA;Vento;PIE; 99.773.540,00 ;"Consórcio Renova Moinhos de Vento:
Renova Energia S.A. (99,99 % - Líder)
Moinhos de Vento Energia S.A. (0,01 %) "
2013;2013-10;78;EOL;EOL Umburanas  3;A-5;18,9;10,1;9,8;118,76;BA;Vento;PIE; 83.589.900,00 ;"Consórcio Renova Moinhos de Vento:
Renova Energia S.A. (99,99 % - Líder)
Moinhos de Vento Energia S.A. (0,01 %) "
2013;2013-10;79;EOL;EOL Umburanas 4;A-5;18,9;9,9;9,7;119,75;BA;Vento;PIE; 82.620.790,00 ;"Consórcio Renova Moinhos de Vento:
Renova Energia S.A. (99,99 % - Líder)
Moinhos de Vento Energia S.A. (0,01 %) "
2013;2013-10;80;EOL;EOL Umburanas 5;A-5;18,9;9,5;9,3;119,75;BA;Vento;PIE; 81.692.060,00 ;"Consórcio Renova Moinhos de Vento:
Renova Energia S.A. (99,99 % - Líder)
Moinhos de Vento Energia S.A. (0,01 %) "
2013;2013-10;81;EOL;EOL Umburanas 6;A-5;21,6;11,6;11,3;118,76;BA;Vento;PIE; 71.979.410,00 ;"Consórcio Renova Moinhos de Vento:
Renova Energia S.A. (99,99 % - Líder)
Moinhos de Vento Energia S.A. (0,01 %) "
2013;2013-10;82;EOL;EOL Umburanas 7;A-5;24,3;11,7;11,3;119,75;BA;Vento;PIE; 28.763.780,00 ;"Consórcio Renova Moinhos de Vento:
Renova Energia S.A. (99,99 % - Líder)
Moinhos de Vento Energia S.A. (0,01 %) "
2013;2013-10;83;EOL;EOL Umburanas 8;A-5;24,3;12,8;12,5;117,77;BA;Vento;PIE; 28.168.660,00 ;"Consórcio Renova Moinhos de Vento:
Renova Energia S.A. (99,99 % - Líder)
Moinhos de Vento Energia S.A. (0,01 %) "
2013;2013-10;84;EOL;EOL Umburanas 9;A-5;18;8,8;8,6;119,75;BA;Vento;PIE; 72.059.450,00 ;"Consórcio Renova Moinhos de Vento:
Renova Energia S.A. (99,99 % - Líder)
Moinhos de Vento Energia S.A. (0,01 %) "
2013;2013-10;85;EOL;EOL Aventura I;A-5;26;10,5;10,5;108,9;RN;Vento;PIE; 101.825.950,00 ;EDP Renováveis Brasil S.A.
2013;2013-10;86;EOL;EOL Cabeço Vermelho;A-5;30;15;13,6;119,72;RN;Vento;PIE; 117.913.000,00 ;"Consórcio Gestamp Eólica:
Gestamp Eólica Brasil S.A. (0,0001 % - Líder)
Gestamp Eólica S.L. (99,9999 %)"
2013;2013-10;87;EOL;EOL Cabeço Vermelho II;A-5;20;9;9;120,72;RN;Vento;PIE; 78.234.000,00 ;"Consórcio Gestamp Eólica:  
Gestamp Eólica Brasil S.A. (0,0001 % - Líder)
Gestamp Eólica S.L. (99,9999 %)"
2013;2013-10;88;EOL;EOL Tamanduá Mirim 2;A-5;24;8;7,2;119,7;BA;Vento;PIE; 45.898.450,00 ;"Consórcio Expansão Guirapá: 
Sequoia Capital Ltda. (51 % - Líder)
Companhia Hidro Elétrica do São Francisco – CHESF (49 %)"
2013;2013-10;89;EOL;EOL Catanduba I;A-5;30;13,3;13,3;121,8;RN;Vento;PIE; 78.865.710,00 ;Nesa - Novas Energias Ltda.
2013;2013-10;90;EOL;EOL Catanduba II;A-5;30;12,1;12,1;121,8;RN;Vento;PIE; 78.874.000,00 ;Nesa - Novas Energias Ltda.
2013;2013-10;91;EOL;EOL Porto do Delta;A-5;30,004;12,7;12,7;117,46;PI;Vento;PIE; 106.417.070,00 ;Eólica Porto das Barcas S.A.
2013;2013-10;92;EOL;EOL Testa Branca I;A-5;30;14,8;11;117,5;PI;Vento;PIE; 106.417.070,00 ;"Consórcio Testa Branca: 
Zeta Energia S.A. (0,01 % - Líder)
Potami Energia S.A. (99,99 %)"
2013;2013-10;93;EOL;EOL Santa Rosa;A-5;20;8,4;7,4;121,1;CE;Vento;PIE; 76.682.000,00 ;"Consórcio Santa Rosa:
Furnas Centrais Elétricas S.A. (90 % - Líder)
Eólica Tecnologia Ltda. (7 %)
Ventos Tecnologia Elétrica Ltda. (2,99 %)
Central Eólica Santa Rosa Ltda. (0,01 %)"
2013;2013-10;94;EOL;EOL Uirapuru;A-5;28;12,6;11,2;121,1;CE;Vento;PIE; 104.204.000,00 ;"Consórcio Uirapuru:
Furnas Centrais Elétricas S.A. (90 % - Líder)
Eólica Tecnologia Ltda. (7 %)
Ventos Tecnologia Elétrica Ltda. (2,99 %)
Central Eólica Uirapuru Ltda. (0,01 %)"
2013;2013-10;95;EOL;EOL Ventos de Angelim;A-5;24;10,3;9,1;121,1;CE;Vento;PIE; 88.727.000,00 ;"Consórcio Ventos do Angelim: 
Furnas Centrais Elétricas S.A. (90 % - Líder)
Eólica Tecnologia Ltda. (7 %)
Ventos Tecnologia Elétrica Ltda. (2,99 %)
Central Eólica Angelim Ltda. (0,01 %)"
2013;2013-10;96;EOL;EOL Ventos de Santo Augusto I;A-5;16;8,2;8,2;120,47;PI;Vento;PIE; 54.890.000,00 ;"Consórcio Casa dos Ventos / Santo Augusto:
Ventos de Santo Augusto Energias Renováveis S.A. (0,1 % - Líder)
Salus - Fundo de Investimento em Participações (99,9 %)"
2013;2013-10;97;EOL;EOL Ventos de Santo Augusto II;A-5;30;15,7;13,3;120,48;PI;Vento;PIE; 102.940.000,00 ;"Consórcio Casa dos Ventos / Santo Augusto:
Ventos de Santo Augusto Energias Renováveis S.A. (0,1 % - Líder)
Salus - Fundo de Investimento em Participações (99,9 %)"
2013;2013-10;98;EOL;EOL Ventos de Santo Augusto VI;A-5;30;16,4;14,9;120,47;PI;Vento;PIE; 102.940.000,00 ;"Consórcio Casa dos Ventos / Santo Augusto:
Ventos de Santo Augusto Energias Renováveis S.A. (0,1 % - Líder)
Salus - Fundo de Investimento em Participações (99,9 %)"
2013;2013-10;99;EOL;EOL Ventos de Santo Augusto VII;A-5;16;8,4;8,2;120,48;PI;Vento;PIE; 54.890.000,00 ;"Consórcio Casa dos Ventos / Santo Augusto:
Ventos de Santo Augusto Energias Renováveis S.A. (0,1 % - Líder)
Salus - Fundo de Investimento em Participações (99,9 %)"
2013;2013-10;100;EOL;EOL Ventos de Santo Augusto VIII;A-5;16;8,8;8,8;120,47;PI;Vento;PIE; 54.890.000,00 ;"Consórcio Casa dos Ventos / Santo Augusto:
Ventos de Santo Augusto Energias Renováveis S.A. (0,1 % - Líder)
Salus - Fundo de Investimento em Participações (99,9 %)"
2013;2013-10;101;EOL;EOL Ventos de Santo Estevão I;A-5;30;16,5;11,6;120,48;PE;Vento;PIE; 102.940.000,00 ;"Consórcio Casa dos Ventos / Santo Estevão:
Ventos de Santo Estevão Energias Renováveis S.A. (0,1 % - Líder)
Salus - Fundo de Investimento em Participações (99,9 %)"
2013;2013-10;102;EOL;EOL Ventos de Santo Estevão II;A-5;30;15,4;11,4;121,49;PE;Vento;PIE; 102.940.000,00 ;"Consórcio Casa dos Ventos / Santo Estevão:
Ventos de Santo Estevão Energias Renováveis S.A. (0,1 % - Líder)
Salus - Fundo de Investimento em Participações (99,9 %)"
